"","SourceFile","GPSLatitude","GPSLongitude"
"1","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_071746.jpg",-17.8048139302444,-63.2099635912444
"2","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_071926.jpg",-17.8048062696583,-63.2099656022306
"3","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_072249.jpg",-17.8059126984139,-63.2114139951
"4","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_073449.jpg",-17.8025361111111,-63.2115194444444
"5","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_073615.jpg",-17.8025749242908,-63.2110056287833
"6","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_073629.jpg",-17.8024861111111,-63.2108833333333
"7","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_075827.jpg",-17.8074589486639,-63.2082362479722
"8","/home/yoviajo/Documentos/lab/geom/99/f/b/IMG_20220420_075831.jpg",-17.8074525644,-63.2082315541028
