"id","SourceFile","GPSLatitude","GPSLongitude"
"1","/home/yoviajo/Documentos/lab/geom/99/f/IMG_20220412_165753.jpg",-17.8032701870444,-63.2116359485694
"2","/home/yoviajo/Documentos/lab/geom/99/f/IMG_20220412_170838.jpg",-17.8036736811806,-63.2099877311306
"3","/home/yoviajo/Documentos/lab/geom/99/f/IMG_20220414_172516.jpg",-17.8053272276444,-63.2049787098139
"4","/home/yoviajo/Documentos/lab/geom/99/f/IMG_20220418_171607.jpg",-17.8054753466972,-63.2088705924139
"5","/home/yoviajo/Documentos/lab/geom/99/f/IMG_20220418_173036.jpg",-17.8008121717236,-63.212593498525
"6","/home/yoviajo/Documentos/lab/geom/99/f/IMG_20220418_173709.jpg",-17.8004929479122,-63.2148693515333
