                                                       SourceFile GPSLatitude GPSLongitude
1: /home/yoviajo/Documentos/lab/geom/99/f/IMG_20220412_165753.jpg   -17.80327    -63.21164
2: /home/yoviajo/Documentos/lab/geom/99/f/IMG_20220412_170838.jpg   -17.80367    -63.20999
3: /home/yoviajo/Documentos/lab/geom/99/f/IMG_20220414_172516.jpg   -17.80533    -63.20498
4: /home/yoviajo/Documentos/lab/geom/99/f/IMG_20220418_171607.jpg   -17.80548    -63.20887
5: /home/yoviajo/Documentos/lab/geom/99/f/IMG_20220418_173036.jpg   -17.80081    -63.21259
6: /home/yoviajo/Documentos/lab/geom/99/f/IMG_20220418_173709.jpg   -17.80049    -63.21487
